Handle,,,Vendor,Product Category,Type,,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Canada,Price / Canada,Compare At Price / Canada,Included / International,Price / International,Compare At Price / International,Status
tropica-1-2-grow-anubias-barteri-petite,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/4_b046074a-0c45-4a0d-82a9-d3d524acf187.png?v=1713978413,3,,,,,,,,,,,,,,,,,,,,,,,,,,
tropica-1-2-grow-anubias-barteri-petite,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/5_6.jpg?v=1713978412,4,,,,,,,,,,,,,,,,,,,,,,,,,,
alternanthera-reineckii-mini,,,Tropica,,Plante,,TRUE,Title,Default Title,,,,,,0,shopify,0,deny,manual,13.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/Alternantherareineckii_Mini.png?v=1685643669,1,,FALSE,,,,,,,,,,,,,,,kg,,7.24,TRUE,,,FALSE,,,active
alternanthera-reineckii-mini,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/3_cc305d16-6957-45b6-bbac-c59724480668.jpg?v=1713975271,2,,,,,,,,,,,,,,,,,,,,,,,,,,
alternanthera-reineckii-mini,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/4_d295c60c-3f29-4682-9fc0-44cea9852e54.jpg?v=1713975273,3,,,,,,,,,,,,,,,,,,,,,,,,,,
exquisite-wrasse,,,AquaZen,,Poisson,,FALSE,Title,Default Title,,,,,,0,shopify,0,deny,manual,75,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/Exquisite.jpg?v=1684509186,1,,FALSE,,,,,,,,,,,,,,,kg,,39,TRUE,,,FALSE,,,draft
blue-spotted-pufferfish,,,AquaZen,,Poisson,,FALSE,Title,Default Title,,,,,,0,shopify,0,deny,manual,60,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/BlueSpotted.jpg?v=1684338868,1,,FALSE,,,,,,,,,,,,,,,kg,,,TRUE,,,FALSE,,,draft
silver-belly-yellow-wrasse,,,AquaZen,,Poisson,,FALSE,Title,Default Title,,,,,,0,shopify,0,deny,manual,45,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/SilverBellyYEllowwrasse.png?v=1684338682,1,,FALSE,,,,,,,,,,,,,,,kg,,,TRUE,,,FALSE,,,draft
black-darwin-ocellaris-clownfish,,,AquaZen,,Poisson,,FALSE,Title,Default Title,,,,,,0,shopify,0,deny,manual,45,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/Blackoscelaris.png?v=1683751057,1,,FALSE,,,,,,,,,,,,,,,kg,,22,TRUE,,,FALSE,,,draft
snow-storm-ocellaris-clownfish,,,AquaZen,,Poisson,,FALSE,Title,Default Title,,,,,,0,shopify,0,deny,manual,100,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/Snowstorm.jpg?v=1683750953,1,,FALSE,,,,,,,,,,,,,,,kg,,,TRUE,,,FALSE,,,draft
eucalyptus-root-nano-5,,,AquaZen,,Wood,,TRUE,Title,Default Title,,,,,,0,shopify,4,deny,manual,19.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/Myproject_58_26010d6b-e9df-456b-b89f-f09dd67f4a25.png?v=1690574078,1,,FALSE,,,,,,,,,,,,,,,kg,,9.6,TRUE,,,TRUE,,,active
eucalyptus-root-s-1,,,AquaZen,,Wood,,TRUE,Title,Default Title,,,,,,997.903214,shopify,2,deny,manual,32.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/Myproject_30.png?v=1690574384,1,,FALSE,,,,,,,,,,,,,,,lb,,19.74,TRUE,,,TRUE,,,active
eucalyptus-root-m-1,,,AquaZen,,Wood,,FALSE,Title,Default Title,,,,,,0,shopify,0,deny,manual,42.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/Myproject_51.png?v=1682794825,1,,FALSE,,,,,,,,,,,,,,,kg,,26.34,TRUE,,,TRUE,,,draft
eucalyptus-root-m-1,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/Myproject_50.png?v=1682794825,2,,,,,,,,,,,,,,,,,,,,,,,,,,
eucalyptus-root-m,,,AquaZen,,Wood,,TRUE,Title,Default Title,,,,,,2721.55422,shopify,2,deny,manual,42.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/Myproject_49.png?v=1682794723,1,,FALSE,,,,,,,,,,,,,,,lb,,26.34,TRUE,,,TRUE,,,active
eucalyptus-root-m,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/Myproject_48.png?v=1682794760,2,,,,,,,,,,,,,,,,,,,,,,,,,,
fiji-canary-blenny,,,AquaZen,,Poisson,,FALSE,Title,Default Title,,,,,,0,shopify,0,deny,manual,38,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/Canary.jpg?v=1682624728,1,,FALSE,,,,,,,,,,,,,,,kg,,18.5,TRUE,,,FALSE,,,draft
bicolor-foxface,,,AquaZen,,Poisson,,FALSE,Title,Default Title,,,,,,0,shopify,0,deny,manual,150,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/Bicolorfoxface.jpg?v=1682624654,1,,FALSE,,,,,,,,,,,,,,,kg,,,TRUE,,,FALSE,,,draft
military-helmet-snail-neritina-pulligera,,,AquaZen,,Invertébrés,,TRUE,Size,Unité,,,,,,0,shopify,0,deny,manual,4.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/militaryhelmetsnail.png?v=1682533648,1,,FALSE,,,,,,,,,,,,,,,kg,,,TRUE,,,FALSE,,,active
military-helmet-snail-neritina-pulligera,,,,,,,,,5,,,,,,0,shopify,0,deny,manual,20,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
red-onion-snail-neritina-sp,,,AquaZen,,Invertébrés,,FALSE,Size,Unité,,,,,,0,shopify,0,deny,manual,4.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/redonionsnail.jpg?v=1682533580,1,,FALSE,,,,,,,,,,,,,,,kg,,,TRUE,,,FALSE,,,draft
red-onion-snail-neritina-sp,,,,,,,,,5,,,,,,0,shopify,0,deny,manual,20,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
rock-shrimp-atyopsis-moluccensis,,,AquaZen,,Invertébrés,,FALSE,Title,Default Title,,,,,,0,shopify,0,deny,manual,18.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/bamboo-shrimp1.jpg?v=1682533444,1,,FALSE,,,,,,,,,,,,,,,kg,,,TRUE,,,FALSE,,,draft
borneo-loach-gastromyzon-punctulatus,,,AquaZen,,Poisson,,FALSE,Title,Default Title,,,,,,0,shopify,0,deny,manual,12.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/Gastromyzon-punctulatus-Steenkruiper4.jpg?v=1682533343,1,,FALSE,,,,,,,,,,,,,,,kg,,,TRUE,,,FALSE,,,draft
chili-rasbora-boraras-brigitte,,,AquaZen,,Poisson,,FALSE,Size,Unité,,,,,,0,shopify,0,deny,manual,4.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/Chilli.jpg?v=1682533261,1,,FALSE,,,,,,,,,,,,,,,kg,,,TRUE,,,FALSE,,,draft
chili-rasbora-boraras-brigitte,,,,,,,,,5,,,,,,0,shopify,0,deny,manual,22.5,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
chili-rasbora-boraras-brigitte,,,,,,,,,10,,,,,,0,shopify,0,deny,manual,40,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
pincushion-short-spine-urchin,,,AquaZen,,Invertébrés,,FALSE,Title,Default Title,,,,,,0,shopify,0,deny,manual,45,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/pincushion.jpg?v=1682450198,1,,FALSE,,,,,,,,,,,,,,,kg,,,TRUE,,,FALSE,,,draft
splendid-dottyback,,,AquaZen,,Poisson,,FALSE,Title,Default Title,,,,,,0,shopify,0,deny,manual,45,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/Splendid.jpg?v=1682450038,1,,FALSE,,,,,,,,,,,,,,,kg,,,TRUE,,,FALSE,,,draft
mimic-chocolate-tang-pyroferus,,,AquaZen,,Poisson,,FALSE,Title,Default Title,,,,,,0,shopify,0,deny,manual,95,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/pyroferus.jpg?v=1682449971,1,,FALSE,,,,,,,,,,,,,,,kg,,,TRUE,,,FALSE,,,draft
mimic-tang-eibli,,,AquaZen,,Poisson,,FALSE,Title,Default Title,,,,,,0,shopify,0,deny,manual,129,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/mimiceibli.jpg?v=1682450301,1,,FALSE,,,,,,,,,,,,,,,kg,,,TRUE,,,FALSE,,,draft
lamarck-angelfish,,,AquaZen,,Poisson,,FALSE,Title,Default Title,,,,,,0,shopify,0,deny,manual,75,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/Lamarck.jpg?v=1682449664,1,,FALSE,,,,,,,,,,,,,,,kg,,,TRUE,,,FALSE,,,draft
bolbitis-difformis,,,AquaZen,,Plante,,FALSE,Title,Default Title,,,,,,0,shopify,0,deny,manual,16.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/products/Bolbitisdifformis.jpg?v=1681925957,1,,FALSE,,,,,,,,,,,,,,,kg,,,TRUE,,,FALSE,,,draft
bucephalandra-brownie-ghost-ulu-kapus,,,AquaZen,,Plante,,FALSE,Title,Default Title,,,,,,0,shopify,0,deny,manual,22.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/products/bucephalandrabrownieghost.jpg?v=1681925894,1,,FALSE,,,,,,,,,,,,,,,kg,,,TRUE,,,FALSE,,,draft
fissidens-fontanus-phoenix-moss,,,AquaZen,,Plante,,FALSE,Title,Default Title,,,,,,0,shopify,0,deny,manual,22.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/products/fissidensfontanus.png?v=1681924894,1,,FALSE,,,,,,,,,,,,,,,kg,,,TRUE,,,FALSE,,,draft
ludwigia-arcuata,,,AquaZen,,Plante,,FALSE,Title,Default Title,,,,,,0,shopify,0,deny,manual,12.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/products/ludwigiaarcutata.jpg?v=1681924021,1,,FALSE,,,,,,,,,,,,,,,kg,,,TRUE,,,FALSE,,,draft
vesicularia-ferriei-weeping-moss,,,AquaZen,,Plante,,FALSE,Title,Default Title,,,,,,0,shopify,0,deny,manual,12.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/products/weepingmoss.png?v=1681923846,1,,FALSE,,,,,,,,,,,,,,,kg,,,TRUE,,,FALSE,,,draft
tunze-led-eco-chic-refugium,,,Tunze,,Lumière,,TRUE,Title,Default Title,,,,,,0,shopify,1,deny,manual,129.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/products/8831.000_04.jpg?v=1681495452,1,,FALSE,,,,,,,,,,,,,,,kg,,96.36,TRUE,,,TRUE,,,active
tunze-led-eco-chic-refugium,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8647/2767/products/8831.000_01.jpg?v=1681495453,2,,,,,,,,,,,,,,,,,,,,,,,,,,
tunze-led-eco-chic-refugium,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8647/2767/products/8831.000_02.jpg?v=1681495452,3,,,,,,,,,,,,,,,,,,,,,,,,,,
seachem-acid-buffer,,,Seachem,,Additifs,,TRUE,Size,300g,,,,,,0,shopify,0,deny,manual,14.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/products/eo0JvoK.png?v=1681486253,1,,FALSE,,,,,,,,,,,,,,,kg,,7.59,TRUE,,,TRUE,,,active
vallisneria-spiralis-red,,,AquaZen,,Plante,,TRUE,Title,Default Title,,,,,,0,shopify,0,deny,manual,12.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/products/VallisneriaSpiralisRed.png?v=1681409789,1,,FALSE,,,,,,,,,,,,,,,kg,,5.12,TRUE,,,FALSE,,,active
sagittaria-subulata,,,AquaZen,,Plante,,FALSE,Title,Default Title,,,,,,0,shopify,3,deny,manual,10.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/products/SagiteriaSabulata.png?v=1681409656,1,,FALSE,,,,,,,,,,,,,,,kg,,,TRUE,,,FALSE,,,draft
echinodorus-fantastic-color,,,AquaZen,,Plante,,TRUE,Title,Default Title,,,,,,0,shopify,1,deny,manual,16.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/products/EchinodorusFantasticColor.jpg?v=1681409587,1,,FALSE,,,,,,,,,,,,,,,kg,,7.24,TRUE,,,FALSE,,,active
dusky-wrasse,,,AquaZen,,Poisson,,FALSE,Title,Default Title,,,,,,0,shopify,0,deny,manual,65,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/products/Dusky.jpg?v=1681318362,1,,FALSE,,,,,,,,,,,,,,,kg,,,TRUE,,,FALSE,,,draft
blue-eye-bristletooth-tang,,,AquaZen,,Poisson,,FALSE,Title,Default Title,,,,,,0,shopify,0,deny,manual,75,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/products/blue-eye-bristletooth-tang.jpg?v=1681318245,1,,FALSE,,,,,,,,,,,,,,,kg,,36.83,TRUE,,,FALSE,,,draft
talbot-damsel,,,AquaZen,,Poisson,,FALSE,Title,Default Title,,,,,,0,shopify,0,deny,manual,15,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/products/talbot.jpg?v=1680712052,1,,FALSE,,,,,,,,,,,,,,,kg,,,TRUE,,,FALSE,,,draft
hanna-checker-magnesium,,,Hanna,,Test,,TRUE,Title,Default Title,,,,,,0,shopify,1,deny,manual,79.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/products/Sw6nZqK.png?v=1680629235,1,,FALSE,,,,,,,,,,,,,,,kg,,61,TRUE,,,TRUE,,,active
ada-aquasoil-amazonia-powder,,,ADA,,Substrats,,TRUE,Size,9L,,,,,,9000,shopify,8,deny,manual,144.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/products/ada-aqua-soil-amazonia-powder.jpg?v=1680040253,1,,FALSE,,,,,,,,,,,,,,,kg,,82.99,TRUE,,,TRUE,,,active
ada-green-brighty-neutral-k,,,ADA,,Additifs,,TRUE,Size,300ml,,,,,,300,shopify,7,deny,manual,24.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/products/Ld9SFyt.png?v=1680217142,1,,FALSE,,,,,,,,,,,,,,,kg,,18.99,TRUE,,,TRUE,,,active
ada-green-brighty-nitrogen,,,ADA,,Additifs,,TRUE,Size,300ml,,,,,,300,shopify,6,deny,manual,28.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/products/ada-green-brighty-nitrogen.jpg?v=1680040012,1,,FALSE,,,,,,,,,,,,,,,kg,,18.99,TRUE,,,TRUE,,,active
ada-green-brighty-iron,,,ADA,,Additifs,,TRUE,Size,300ml,,,,,,300,shopify,6,deny,manual,28.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/products/ada-green-brighty-iron.jpg?v=1680039920,1,,FALSE,,,,,,,,,,,,,,,kg,,18.99,TRUE,,,TRUE,,,active
ada-green-brighty-mineral,,,ADA,,Additifs,,TRUE,Size,300ml,,,,,,300,shopify,6,deny,manual,28.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/products/green-mineral-ada_af2915c0-88d2-4e32-b58c-5718849d44ac.jpg?v=1680215975,1,,FALSE,,,,,,,,,,,,,,,kg,,18.99,TRUE,,,TRUE,,,active
ada-tourmaline-bc,,,ADA,,Substrats,,TRUE,Size,100g,,,,,,500,shopify,11,deny,manual,34.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/products/FMFfxKt.png?v=1680220966,1,,FALSE,,,,,,,,,,,,,,,kg,,18.99,TRUE,,,TRUE,,,active
ada-tourmaline-bc,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8647/2767/products/iS7xdkO.png?v=1680220966,2,,,,,,,,,,,,,,,,,,,,,,,,,,
ada-bacter-100,,,ADA,,Substrats,,TRUE,Size,100g,,,,,,500,shopify,8,deny,manual,39.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/products/PGM3oH1.png?v=1680220942,1,,FALSE,,,,,,,,,,,,,,,kg,,21.99,TRUE,,,TRUE,,,active
ada-bacter-100,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8647/2767/products/hi0kJj6.png?v=1680220942,2,,,,,,,,,,,,,,,,,,,,,,,,,,
ada-aquasoil-amazonia,,,ADA,,Substrats,,TRUE,Size,9L,,,,,,9000,shopify,0,deny,manual,75.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/products/sus_aquaticamazonia_ada_v1_aqu_1666629644_d2c88648_progressive.jpg?v=1680220237,1,,FALSE,,,,,,,,,,,,,,,kg,,41.99,TRUE,,,TRUE,,,active
ada-aquasoil-amazonia,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8647/2767/products/Dl1pydL.png?v=1680220237,2,,,,,,,,,,,,,,,,,,,,,,,,,,
ada-aquasoil-amazonia-ver-2,,,ADA,,Substrats,,TRUE,Size,3L,,,,,,3000,shopify,9,deny,manual,30.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/products/vBP0OZ4.png?v=1680037935,1,,FALSE,,,,,,,,,,,,,,,kg,,18.99,TRUE,,,TRUE,,,active
ada-aquasoil-amazonia-ver-2,,,,,,,,,9L,,,,,,9000,shopify,0,deny,manual,67.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/products/qOYsbZx.png?v=1680204868,2,,,,,,,,,,,,,,,,,kg,,37.99,,,,,,,
ada-colorado-sand,,,ADA,,Substrats,,TRUE,Size,8kg,,,,,,8000,shopify,0,deny,manual,66.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/products/ada-ada-colorado-sand-2kg.jpg?v=1680037780,1,,FALSE,,,,,,,,,,,,,,,kg,,38.99,TRUE,,,TRUE,,,active
ada-la-plata-sand,,,ADA,,Substrats,,TRUE,Size,2kg,,,,,,8000,shopify,1,deny,manual,24.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/products/ada-la-plata-sand-8-kg.jpg?v=1680037683,1,,FALSE,,,,,,,,,,,,,,,kg,,15.99,TRUE,,,TRUE,,,active
ada-la-plata-sand,,,,,,,,,8kg,,,,,,8000,shopify,0,deny,manual,67.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/products/rWPKe9C.png?v=1680205487,2,,,,,,,,,,,,,,,,,kg,,38.99,,,,,,,
ada-aqua-gravel,,,ADA,,Substrats,,TRUE,Size,2 kg,,,,,,8000,shopify,4,deny,manual,12.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/products/aqua-gravel.jpg?v=1680037336,1,,FALSE,,,,,,,,,,,,,,,kg,,7.99,TRUE,,,TRUE,,,active
ada-aqua-gravel,,,,,,,,,8kg,,,,,,8000,shopify,0,deny,manual,25.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/products/V1uQSup.png?v=1680205458,2,,,,,,,,,,,,,,,,,kg,,15.99,,,,,,,
ada-power-sand-advance-m,,,ADA,,Substrats,,TRUE,Size,6L,,,,,,6000,shopify,0,deny,manual,144.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/products/Power_sand_advance_Medium_480x_ffd49bcf-36a1-40a2-a032-755bb3bb4e4f.jpg?v=1680037176,1,,FALSE,,,,,,,,,,,,,,,kg,,73.99,TRUE,,,TRUE,,,active
ada-power-sand-advance-m,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8647/2767/products/U9iW3Jf.png?v=1680205498,2,,,,,,,,,,,,,,,,,,,,,,,,,,
atlantic-blue-tang,,,AquaZen,,Poisson,,FALSE,Title,Default Title,,,,,,0,shopify,0,deny,manual,100,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/products/AtlanticBlue.png?v=1679773252,1,,FALSE,,,,,,,,,,,,,,,kg,,45,TRUE,,,FALSE,,,draft
orchid-dottyback-1,,,AquaZen,,Poisson,,FALSE,Title,Default Title,,,,,,0,shopify,0,deny,manual,35,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/products/PurpleOrchid.png?v=1679773162,1,,FALSE,,,,,,,,,,,,,,,kg,,,TRUE,,,FALSE,,,draft
neon-dottyback,,,AquaZen,,Poisson,,FALSE,Title,Default Title,,,,,,0,shopify,0,deny,manual,39,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/products/Neon.jpg?v=1679773119,1,,FALSE,,,,,,,,,,,,,,,kg,,19,TRUE,,,FALSE,,,draft
molly-miller-blenny,,,AquaZen,,Poisson,,FALSE,Title,Default Title,,,,,,0,shopify,0,deny,manual,39,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/products/MollyMiller.png?v=1679773018,1,,FALSE,,,,,,,,,,,,,,,kg,,,TRUE,,,FALSE,,,draft
orange-lobophyllia-1,,,AquaZen,,Coral,,FALSE,Title,Default Title,,,,,,0,shopify,3,deny,manual,45,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/20231216_134459.jpg?v=1702753638,1,,FALSE,,,,,,,,,,,,,,,kg,,,TRUE,,,FALSE,,,draft
red-sea-desktop-peninsule,,,Red Sea,,Aquarium,,FALSE,Size,Sans Meuble,,,,,,0,shopify,0,deny,manual,499.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/products/DesktopPeninsulabox_SWside.png?v=1679687789,1,,FALSE,,,,,,,,,,,,,,,kg,,,TRUE,,,FALSE,,,draft
red-sea-desktop-peninsule,,,,,,,,,Avec Meuble (Noir),,,,,,0,shopify,0,deny,manual,945.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/products/DesktopPeninsulabox_FWside.png?v=1679687800,2,,,,,,,,,,,,,,,,,kg,,,,,,,,,
red-sea-desktop-peninsule,,,,,,,,,Avec Meuble (Blanc),,,,,,0,shopify,0,deny,manual,945.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/products/Peninsula-SWDB.png?v=1679687845,3,,,,,,,,,,,,,,,,,kg,,,,,,,,,
red-sea-desktop-peninsule,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8647/2767/products/Peninsula-FWDB.png?v=1679687898,4,,,,,,,,,,,,,,,,,,,,,,,,,,
api-melafix,,,API,,Traitement,,TRUE,Size,237ml,,,,,,0,shopify,2,deny,manual,13.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/products/msGoABa.png?v=1679686948,1,,FALSE,,,,,,,,,,,,,,,kg,,8.23,TRUE,,,TRUE,,,active
api-melafix,,,,,,,,,473 ml,,,,,,0,shopify,1,deny,manual,21.99,,TRUE,TRUE,'317163310113,,,,,,,,,,,,,,,,,,,kg,,13.6,,,,,,,
otocinclus-otocinclus-vestitus,,,AquaZen,,Poisson,,FALSE,Size,Unité,,,,,,0,shopify,0,deny,manual,4.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/products/otocinclus.png?v=1679500486,1,,FALSE,,,,,,,,,,,,,,,kg,,,TRUE,,,FALSE,,,draft
otocinclus-otocinclus-vestitus,,,,,,,,,3,,,,,,0,shopify,0,deny,manual,12,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
diamond-head-neon-tetra-paracheirodon-innesi,,,AquaZen,,Poisson,,FALSE,Size,Unité,,,,,,0,shopify,0,deny,manual,5.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/products/Diamondheadneon.png?v=1679500320,1,,FALSE,,,,,,,,,,,,,,,kg,,,TRUE,,,FALSE,,,draft
diamond-head-neon-tetra-paracheirodon-innesi,,,,,,,,,5,,,,,,0,shopify,0,deny,manual,27.5,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
diamond-head-neon-tetra-paracheirodon-innesi,,,,,,,,,10,,,,,,0,shopify,0,deny,manual,50,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
chain-dwarf-loach-botia-sidthimunki,,,AquaZen,,Poisson,,TRUE,Size,Unité,,,,,,0,shopify,10,deny,manual,15.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/products/DwarfChainLach.png?v=1679500200,1,,FALSE,,,,,,,,,,,,,,,kg,,,TRUE,,,FALSE,,,active
chain-dwarf-loach-botia-sidthimunki,,,,,,,,,3,,,,,,0,shopify,2,deny,manual,45,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
sparkling-gourami,,,AquaZen,,Poisson,,TRUE,Size,Unité,,,,,,0,shopify,18,deny,manual,8.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/products/Sparkling.png?v=1679499612,1,,FALSE,,,,,,,,,,,,,,,kg,,,TRUE,,,FALSE,,,active
sparkling-gourami,,,,,,,,,6,,,,,,0,shopify,3,deny,manual,48,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
gold-molly,,,AquaZen,,Poisson,,FALSE,Title,Default Title,,,,,,0,shopify,0,deny,manual,4.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/products/Gold.png?v=1679499504,1,,FALSE,,,,,,,,,,,,,,,kg,,,TRUE,,,FALSE,,,draft
